date,log_return,overnight_return,momentum_5d,momentum_20d,volatility_20d,volume_change,volume_20d_avg,spy_return,soxx_return,ief_return,trends_zscore_30d,trends_momentum_7d,trends_spike,target_direction,target_next_return
2021-05-20,0.0376613546363102,0.0170575692963752,0.0135933408263278,-0.0007810005988313,0.0226060138393996,-0.030039536295258,227499.9,0.01002308354776,0.026415253485442,0.0038616863857818,1.3664624148409166,0.1890243902439023,0,1,0.026343975339602
2021-05-21,0.026343975339602,0.0376454483230664,0.010399059023676,-0.000859241237705,0.022503968402766,0.3340443700756095,236598.0,-0.0003614065983993,-0.0053433588033357,0.0003503240533288,4.105676938716259,1.960526315789474,1,1,0.0392207131532813
2021-05-24,0.0392207131532813,0.014,0.0192287721105804,0.0004184124835258,0.0240447694338136,-0.1876352459759868,244699.8,0.0099510466388794,0.0236820225106169,0.001050236399702,2.8924038345975727,1.545454545454546,1,1,0.0032000027306708
2021-05-25,0.0032000027306708,0.0102564102564102,0.0221399113274493,0.0008701476454332,0.0240059448059221,0.0527709367463344,253913.9,-0.0020301180857928,0.003810872643074,0.0037543153190425,2.599039709339608,1.416666666666667,1,1,0.0038265352813676
2021-05-26,0.0038265352813676,0.0057507987220447,0.0220505162282464,0.0014203666518494,0.0239377895036175,-0.2548377321899336,258501.3,0.001815359390223,0.0019703053309578,-0.001133539817063,2.5631879675737284,1.4615384615384617,1,0,-0.0141027978387525
2021-05-27,-0.0141027978387525,-0.0012730744748568,0.0116976857332338,0.0005517745058166,0.024181114355076,0.6593645668554884,268837.05,0.000715683030691,0.0061672351896849,-0.0018338214107389,2.419898722460242,1.615384615384616,1,1,0.0478982543469692
2021-05-28,0.0478982543469692,0.0012911555842478,0.0160085415347072,0.0040021353836768,0.0257969820030089,-0.0143338169270884,280142.0,0.0017869698945184,0.0089031679423483,-8.74087671548811e-05,1.2037875523709072,-0.2,0,0,0.0
2021-06-01,0.0,0.0012307692307692,0.008164398904051,0.0045383335518256,0.0255853682102531,-0.0896379227611652,288147.7,-0.0010717986997372,-0.0054855534563021,-0.0009620010361909,1.1242312696116203,-0.1724137931034483,0,1,0.0320947922633137
2021-06-02,0.0320947922633137,0.0,0.0139433568105796,0.0077870568709491,0.0246936784124349,0.0622552259431823,284068.8,0.0017381163675293,0.0085278015331879,0.0012242044201168,1.2546084874068866,-0.1875,0,1,0.0112593782070747
2021-06-03,0.0112593782070747,-0.0047675804529202,0.015429925395721,0.0080376332343847,0.0247026627666336,-0.0247975955716559,292333.4,-0.0037896438046193,-0.0183938858307543,-0.0026251327641148,1.648489689685552,-0.0882352941176471,0,1,0.0358834795033318
